Type,Name,Rev,New Name,New Rev,Policy,State,Vault,Owner,description,clau,Designated User,CUSSignatureJD,CUSSignatureSH2,CUSSignatureSH,Access Type,Checkin Reason,Language,Is Version Object,Move Files To Version,Suspend Versioning,Title,Originator,CUSSignatureGYDate,CUSSignatureBZH,CUSSignatureGY,CUSSignatureBZHDate,CUSSignatureBZ,CUSSignatureBZDate,CUSSignaturePZ,CUSSignatureJD2,CUSSignatureJDDate,CUSSignatureJD2Date,CUSSignatureSH2Date,CUSSignatureSHDate,CUSSignaturePZDate,Version,ZTEDocCatagory,File Version,Version Date,Primary Key,Secondary Keys,CAD Type,ZTEResponsiblePerson,ZTEResponsibleDepartment
ZTENEWTZD,P-TM-06-0099-2021,0,P-TM-06-0099-2021,0,Document Release,RELEASED,eService Production,yu.yepeng,P-TM-06-0099-2021关于哈萨6129BEVBF-M060 M050油漆辅料变更的技术通知,FALSE,Unassigned,,,dong.xu,Inherited,,English,False,False,False,6129BEVBF-M060/ M050,yu.yepeng,,,,,yu.yepeng,2021/11/02,liu.guohao,,,,,2021/11/03,2021/11/03,,06GY,,,,,,,
ZTENEWTZD,191635846040372,1,191635846040372,1,Version,Exists,eService Production,yu.yepeng,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-TM-06-0099-2021关于哈萨6129BEVBF-M060 M050油漆辅料变更的技术通知.docx,yu.yepeng,,,,,,,,,,,,,,,06GY,,,,,,,
ZTENEWTZD,P-TM-05-0089-2021,0,P-TM-05-0089-2021,0,Document Release,RELEASED,eService Production,dong.xu,P-TM-05-089-2021关于哈萨20台KD底盘件插件防护的通知,FALSE,Unassigned,,,hu.tuanwei,Inherited,,English,False,False,False,6129BEVBF-S2M005,dong.xu,,,,,dong.xu,2021/11/02,liu.guohao,,,,,2021/11/02,2021/11/02,,06GY,,,,,,,
ZTENEWTZD,201635846099685,1,201635846099685,1,Version,Exists,eService Production,dong.xu,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-TM-05-089-2021关于哈萨20台KD底盘件插件防护的通知.docx,dong.xu,,,,,,,,,,,,,,,06GY,,,,,,,
ZTENEWTZD,P-24-0384-2021,0,P-24-0384-2021,0,Document Release,RELEASED,eService Production,jiang.zexin,关于6706BEVB-M064深圳东部公交订单底盘模块图纸和BOM清单的发放通知,FALSE,Unassigned,,,lv.weiyong,Inherited,,English,False,False,False,6706BEVB-M064,jiang.zexin,,,,,jiang.zexin,2021/11/02,yao.cheng,,,,,2021/11/03,2021/11/05,,03DP,,,,,,,
ZTENEWTZD,P-06-1039-2021,0,P-06-1039-2021,0,Document Release,RELEASED,eService Production,chen.yukai,关于6706BEVB-M064左右侧围和顶盖骨架总成的通知,FALSE,Unassigned,su.xuanhao,,guo.hui,Inherited,,English,False,False,False,6706BEVB-M064,chen.yukai,,,,,chen.yukai,2021/11/10,yao.cheng,,2021/11/10,,,2021/11/10,2021/11/11,,02CS,,,,,,,
ZTENEWTZD,P-24-0387-2021,0,P-24-0387-2021,0,Document Release,RELEASED,eService Production,zhu.jianming,关于6706BEVB-M064深圳东部公交50台订单车低压模块图纸及BOM的下发通知,FALSE,Unassigned,,,liang.zixin,Inherited,,English,False,False,False,6706BEVB-M064,zhu.jianming,,,,,zhu.jianming,2021/11/08,yao.cheng,,,,,2021/11/08,2021/11/09,,05DYDQ,,,,,,,
ZTENEWTZD,P-06-1040-2021,0,P-06-1040-2021,0,Document Release,RELEASED,eService Production,mo.yi,关于哈萨订单电池罩更改的通知,FALSE,Unassigned,li.wei,,guo.hui,Inherited,,English,False,False,False,6129BEVBF-M050、6129BEVBF-M005、6129BEVBF4-M060,mo.yi,,,,,mo.yi,2021/11/08,yao.cheng2,,2021/11/09,,,2021/11/10,2021/11/10,,02CS,,,,,,,
ZTENEWTZD,91636423586238,1,91636423586238,1,Version,Exists,eService Production,mo.yi,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-1040-2021关于哈萨订单电池罩更改的通知.docx,mo.yi,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,101636423820290,1,101636423820290,1,Version,Exists,eService Production,liang.zixin,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-1041-2021关于10台6555BEVB-M048轻舟智能驾驶车低压电器件位置变更的技术通知.docx,liang.zixin,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,131636427424253,1,131636427424253,1,Version,Exists,eService Production,liu.ru,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-1045-2021-关于6126BEVBS珠海公交订单双层巴士司乘工具箱更换的技术变更.docx,liu.ru,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,171636432903560,1,171636432903560,1,Version,Exists,eService Production,xie.xiongfeng,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-1044-2021 关于6616BEVB-M065西部公交空调的变更通知-20211109.docx,xie.xiongfeng,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,221635848095134,1,221635848095134,1,Version,Exists,eService Production,jiang.zexin,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-1015-2021关于6129BEVBF-M005、6129BEVBF4-M060哈萨订单增加Φ38-Φ25直角弯头胶管和6616BEVB-M063东部公交φ10胶管更换为φ8胶管的变更通知.docx,jiang.zexin,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-TM-05-0090-2021,0,P-TM-05-0090-2021,0,Document Release,RELEASED,eService Production,deng.mingming,关于东部公交6616BEVB-M063车型工艺方案发放通知,FALSE,Unassigned,,,dong.xu,Inherited,,English,False,False,False,6616BEVB-M063,deng.mingming,,,,,deng.mingming,2021/11/17,liu.guohao,,,,,2021/11/17,2021/11/17,,06GY,,,,,,,
ZTENEWTZD,231635848192900,1,231635848192900,1,Version,Exists,eService Production,deng.mingming,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,关于东部6616BEVB-M063车型工艺方案发放通知.docx,deng.mingming,,,,,,,,,,,,,,,06GY,,,,,,,
ZTENEWTZD,P-06-1042-2021,0,P-06-1042-2021,0,Document Release,RELEASED,eService Production,jiang.huilin,关于6616BEVB-M063/6706BEVB-M064订单更换铝合金轮辋的通知,FALSE,Unassigned,lv.weiyong,,guo.hui,Inherited,,English,False,False,False,6616BEVB-M063/6706BEVB-M064,jiang.huilin,,,,,jiang.huilin,2021/11/09,yao.cheng,,2021/11/09,,,2021/11/09,2021/11/09,,03DP,,,,,,,
ZTENEWTZD,P-TM-05-0094-2021,0,P-TM-05-0094-2021,0,Document Release,RELEASED,eService Production,deng.mingming,关于东部公交6706BEVB-M064车型工艺方案发放通知,FALSE,Unassigned,,,dong.xu,Inherited,,English,False,False,False,6706BEVB-M064,deng.mingming,,,,,deng.mingming,2021/11/09,liu.guohao,,,,,2021/11/10,2021/11/12,,06GY,,,,,,,
ZTENEWTZD,201636009166476,1,201636009166476,1,Version,Exists,eService Production,su.xuanhao,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-1026-2021关于哈萨6129BEVBF4-5401700-M060车身底盘连接件总成变更的通知.docx,su.xuanhao,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,211636009302446,1,211636009302446,1,Version,Exists,eService Production,zhong.yunbing,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-05-0252-2021 关于6129BEVBF-M050、6129BEVBF-M005暖风散热器整改的技术通知单-20211104.docx,zhong.yunbing,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-1028-2021,0,P-06-1028-2021,0,Document Release,RELEASED,eService Production,chen.yukai,关于6616BEVB-M059车身骨架变更的通知,FALSE,Unassigned,su.xuanhao,,guo.hui,Inherited,,English,False,False,False,6616BEVB-M059,chen.yukai,,,,,chen.yukai,2021/11/05,yao.cheng,,2021/11/05,,,2021/11/05,2021/11/05,,02CS,,,,,,,
ZTENEWTZD,P-06-1091-2021,0,P-06-1091-2021,0,Document Release,IN_WORK,eService Production,liu.ru,关于6126BEVBS珠海公交订单双层巴士批量更换司乘工具箱更换的技术变更,FALSE,Unassigned,,,,Inherited,,English,False,False,False,6126BEVBS珠海公交订单,liu.ru,,,,,,,,,,,,,,,02CS,,,,,,,
ZTENEWTZD,221637309577135,1,221637309577135,1,Version,Exists,eService Production,mo.yi,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-1081-2021关于深圳6米订单车右尾上舱门锁栓支架、侧围骨架更改的通知.docx,mo.yi,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-24-0405-2021,0,P-24-0405-2021,0,Document Release,RELEASED,eService Production,liang.zixin,关于6127BEVBFD-M057 12米厄瓜多尔底盘项目低压模块图纸及BOM的下发通知,FALSE,Unassigned,,,zhu.jianming,Inherited,,English,False,False,False,6127BEVBFD-M057,liang.zixin,,,,,liang.zixin,2021/11/22,yao.cheng2,,,,,2021/11/22,2021/11/22,,05DYDQ,,,,,,,
ZTENEWTZD,P-06-1092-2021,0,P-06-1092-2021,0,Document Release,RELEASED,eService Production,xu.qiang,关于6616BEVB-M059、6616BEVB-M065车型外后视镜总成更改的变更通知,FALSE,Unassigned,li.wei,,guo.hui,Inherited,,English,False,False,False,6616BEVB-M059、6616BEVB-M065,xu.qiang,,,,,xu.qiang,2021/11/22,yao.cheng,,2021/11/23,,,2021/11/23,2021/11/23,,02CS,,,,,,,
ZTENEWTZD,361637575746454,1,361637575746454,1,Version,Exists,eService Production,liang.zixin,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-24-0405-2021关于6127BEVBFD-M057 12米厄瓜多尔底盘项目低压模块图纸及BOM的下发通知.docx,liang.zixin,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-24-0407-2021,0,P-24-0407-2021,0,Document Release,RELEASED,eService Production,zhuo.yiming,关于厄瓜多尔底盘订单6127BEVBFD-M057整车发布的通知,FALSE,Unassigned,,,zhang.lijiang,Inherited,,English,False,False,False,6127BEVBFD-M057,zhuo.yiming,,,,,zhuo.yiming,2021/11/22,yao.cheng,,,,,2021/11/22,2021/11/22,,01TY,,,,,,,
ZTENEWTZD,371637576135782,1,371637576135782,1,Version,Exists,eService Production,zhuo.yiming,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,关于6127BEVBFD-M057-12米厄瓜多尔底盘订单整车图纸发放的通知.docx,zhuo.yiming,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,321637223151319,1,321637223151319,1,Version,Exists,eService Production,huang.yutai,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,GTZ6899BEVB公交开发新项目问卷V20210805.xlsx,huang.yutai,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,281637572173430,1,281637572173430,1,Version,Exists,eService Production,chen.yukai,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,6129BEVBF-5701300-M050GZT顶置电池托架改制图(1)2021.11.22HA3.dwg,chen.yukai,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,301636709942763,1,301636709942763,1,Version,Exists,eService Production,yihang.cai,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-1063-2021关于6616、6706(东部公交订单车)丹阳荣文安全锤型号变更的通知20211112.docx,yihang.cai,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-TM-05-0100-2021,0,P-TM-05-0100-2021,0,Document Release,RELEASED,eService Production,dong.xu,关于作业指导书下发的通知,FALSE,Unassigned,,,wu.shipeng,Inherited,,English,False,False,False,通用,dong.xu,,,,,dong.xu,2021/11/18,liu.guohao,,,,,2021/11/19,2021/11/20,,06GY,,,,,,,
ZTENEWTZD,411637229601663,1,411637229601663,1,Version,Exists,eService Production,dong.xu,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-TM-05-0100-2021关于作业指导书下发的通知.docx,dong.xu,,,,,,,,,,,,,,,06GY,,,,,,,
ZTENEWTZD,421637229601726,1,421637229601726,1,Version,Exists,eService Production,dong.xu,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,3292-DZ-035电泳孔封堵作业指导书.xlsx,dong.xu,,,,,,,,,,,,,,,06GY,,,,,,,
ZTENEWTZD,431637229601757,1,431637229601757,1,Version,Exists,eService Production,dong.xu,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,3230-HC-027 侧围骨架制作作业指导书（铝车身）.xlsx,dong.xu,,,,,,,,,,,,,,,06GY,,,,,,,
ZTENEWTZD,441637229601804,1,441637229601804,1,Version,Exists,eService Production,dong.xu,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,3230-HD-029 顶蒙皮安装作业指导书(铝车身).xlsx,dong.xu,,,,,,,,,,,,,,,06GY,,,,,,,
ZTENEWTZD,451637229601851,1,451637229601851,1,Version,Exists,eService Production,dong.xu,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,3230-HQ-007前围骨架制作作业指导书.xlsx,dong.xu,,,,,,,,,,,,,,,06GY,,,,,,,
ZTENEWTZD,171637303516684,1,171637303516684,1,Version,Exists,eService Production,li.baiyang,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-1080-2021关于6616BEVB车外封板的变更通知.docx,li.baiyang,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-1063-2021,0,P-06-1063-2021,0,Document Release,RELEASED,eService Production,yihang.cai,关于6616/6706(东部公交订单车)丹阳荣文安全锤型号变更的通知,FALSE,Unassigned,teng.wenjie,,li.feng,Inherited,,English,False,False,False,6616BEVB-M063，6706BEVB-M064,yihang.cai,,,,,yihang.cai,2021/11/12,yao.cheng,,2021/11/12,,,2021/11/12,2021/11/13,,02CS,,,,,,,
ZTENEWTZD,P-TM-05-0096-2021,0,P-TM-05-0096-2021,0,Document Release,RELEASED,eService Production,du.zhao,关于深圳公交电泳挂件要求的通知,FALSE,Unassigned,,,dong.xu,Inherited,,English,False,False,False,6616BEVB-M059 6616BEVB-M063 6616BEVB-M065 6706BEVB-M064,du.zhao,,,,,du.zhao,2021/11/12,liu.guohao,,,,,2021/11/12,2021/11/12,,06GY,,,,,,,
ZTENEWTZD,P-05-0258-2021,0,P-05-0258-2021,0,Document Release,RELEASED,eService Production,wang.qinghua,关于6605BEVB-M018自动驾驶左侧激光雷达罩子采购的技术通知,FALSE,Unassigned,,,zhang.yanmei,Inherited,,English,False,False,False,6605BEVB-M018,wang.qinghua,,,,,wang.qinghua,2021/11/15,meng.shuxing,,,,,2021/11/15,2021/11/17,,01TY,,,,,,,
ZTENEWTZD,131636960274130,1,131636960274130,1,Version,Exists,eService Production,wang.qinghua,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,关于6605BEVB-M018自动驾驶左侧激光雷达罩子采购的技术通知.docx,wang.qinghua,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-24-0397-2021,0,P-24-0397-2021,0,Document Release,RELEASED,eService Production,wu.guangwen,关于6616BEVB-M065深圳西部公交整车发布的通知,FALSE,Unassigned,,,zhang.lijiang,Inherited,,English,False,False,False,6616BEVB-M065,wu.guangwen,,,,,wu.guangwen,2021/11/15,yao.cheng,,,,,2021/11/15,2021/11/15,,01TY,,,,,,,
ZTENEWTZD,P-24-0398-2021,0,P-24-0398-2021,0,Document Release,RELEASED,eService Production,fu.zongxia,关于西部公交6616BEVB-S1M065 36台（支线巴士）油漆喷涂方案的发放通知,FALSE,Unassigned,li.feng,,yang.ping,Inherited,,English,False,False,False,6616BEVB-S1M065 36台,fu.zongxia,,,,,fu.zongxia,2021/11/15,yao.cheng,,2021/11/15,,,2021/11/15,2021/11/15,,02CS,,,,,,,
ZTENEWTZD,251636967067699,1,251636967067699,1,Version,Exists,eService Production,fu.zongxia,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,关于西部公交6616BEVB-S1M065 36台（支线巴士）油漆喷涂方案的发放通知.docx,fu.zongxia,,,,,,,,,,,,,,,02CS,,,,,,,
ZTENEWTZD,261636967248137,1,261636967248137,1,Version,Exists,eService Production,huang.yutai,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,6917BEVBF-M066 韩国订单大件清单下发的通知.docx,huang.yutai,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,301636968611136,1,301636968611136,1,Version,Exists,eService Production,liu.zhaowei,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-1069-2021关于深巴6616BEVB-M059方向管柱固定图的升版通知.pdf,liu.zhaowei,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,261636705021599,1,261636705021599,1,Version,Exists,eService Production,du.zhao,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-TM-05-0096-2021关于深圳公交电泳挂件要求的通知.docx,du.zhao,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,TP2021111071037,0,TP2021111071037,0,Document Release,IN_WORK,eService Production,liu.yubi,双层巴改装车配置变更申请,FALSE,Unassigned,,,,Inherited,,English,False,False,False,双层巴改装车配置变更申请,liu.yubi,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,231636702356173,1,231636702356173,1,Version,Exists,eService Production,liu.yubi,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,"PO生效通知单-V4（订单号S1M022,生产编号M0040，卡拉OK设备变更）.xls",liu.yubi,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-1062-2021,0,P-06-1062-2021,0,Document Release,RELEASED,eService Production,liu.ru,关于6706BEVB-M064东部公交订单增加座椅扶手的技术变更,FALSE,Unassigned,teng.wenjie,,li.feng,Inherited,,English,False,False,False,6706BEVB-M064东部公交,liu.ru,,,,,liu.ru,2021/11/12,yao.cheng,,2021/11/12,,,2021/11/12,2021/11/12,,02CS,,,,,,,
ZTENEWTZD,P-24-0394-2021,0,P-24-0394-2021,0,Document Release,RELEASED,eService Production,shi.xiaojie,关于6616BEVB-M065底盘模块图纸和BOM发布的通知,FALSE,Unassigned,,,lv.weiyong,Inherited,,English,False,False,False,6616BEVB-M065,shi.xiaojie,,,,,shi.xiaojie,2021/11/12,yao.cheng,,,,,2021/11/15,2021/11/15,,03DP,,,,,,,
ZTENEWTZD,221636701506768,1,221636701506768,1,Version,Exists,eService Production,shi.xiaojie,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-24-0394-2021关于6616BEVB-M065底盘模块图纸和BOM发布的通知.docx,shi.xiaojie,,,,,,,,,,,,,,,03DP,,,,,,,
ZTENEWTZD,311636710838870,1,311636710838870,1,Version,Exists,eService Production,xu.qiang,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-24-0391-2021关于6616BEVB-M065深圳西部公交112台订单车车身模块图纸及BOM的下发通知.docx,xu.qiang,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,2021-11-12-01,0,2021-11-12-01,0,Document Release,IN_WORK,eService Production,liu.yubi,PO单,FALSE,Unassigned,,,,Inherited,,English,False,False,False,PO单,liu.yubi,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,331636710923401,1,331636710923401,1,Version,Exists,eService Production,liu.yubi,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,PO生效通知单-V1（50台GTZ6706BEVB).xlsx,liu.yubi,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,DOC-0002747,0,DOC-0002747,0,Document Release,RELEASED,eService Production,mo.yi,关于6706BEVB-M064侧装饰件的新物料开发申请,FALSE,Unassigned,,,guo.hui,Inherited,,English,False,False,False,6706BEVB-M064,mo.yi,,,,,mo.yi,2021/11/13,yao.cheng2,,,,,2021/11/15,2021/11/15,,02CS,,,,,,,
ZTENEWTZD,11636764563881,1,11636764563881,1,Version,Exists,eService Production,mo.yi,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,关于6706BEVB-M064侧装饰件的新物料开发申请.docx,mo.yi,,,,,,,,,,,,,,,02CS,,,,,,,
ZTENEWTZD,P-TM-06-0106-2021,0,P-TM-06-0106-2021,0,Document Release,IN_WORK,eService Production,wu.shipeng,原材料更改的变更通知单,FALSE,Unassigned,,,,Inherited,,English,False,False,False,6616BEVB-M059/M063,wu.shipeng,,,,,,,,,,,,,,,06GY,,,,,,,
ZTENEWTZD,11636854068741,1,11636854068741,1,Version,Exists,eService Production,wu.shipeng,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-TM-06-0105-2021关于6616BEVB-M059M063原材料更改的变更通知单.docx,wu.shipeng,,,,,,,,,,,,,,,06GY,,,,,,,
ZTENEWTZD,P-13-0209-2021,0,P-13-0209-2021,0,Document Release,IN_WORK,eService Production,shi.xiaojie,关于6127BEVBFD-M059瑞立4KW无油活塞压缩机技术协议,FALSE,Unassigned,,,,Inherited,,English,False,False,False,6127BEVBFD-M059,shi.xiaojie,,,,,,,,,,,,,,,03DP,,,,,,,
ZTENEWTZD,P-06-1066-2021,0,P-06-1066-2021,0,Document Release,RELEASED,eService Production,yihang.cai,关于6129BEVBF-M050/M005/M060(哈萨订单车)增加鱼钩线用量等设计变更通知,FALSE,Unassigned,teng.wenjie,,li.feng,Inherited,,English,False,False,False,6129BEVBF-M050/M005/M060,yihang.cai,,,,,yihang.cai,2021/11/15,yao.cheng,,2021/11/16,,,2021/11/16,2021/11/17,,02CS,,,,,,,
ZTENEWTZD,P-TM-05-0097-2021,0,P-TM-05-0097-2021,0,Document Release,RELEASED,eService Production,zhang.wenbo,关于哈撒6129-M005车型仪表等电器件程序刷写的通知,FALSE,Unassigned,,,dong.xu,Inherited,,English,False,False,False,6129BEVBF-M005,zhang.wenbo,,,,,zhang.wenbo,2021/11/13,liu.guohao,,,,,2021/11/13,2021/11/14,,06GY,,,,,,,
ZTENEWTZD,P-TM-06-0105-2021,0,P-TM-06-0105-2021,0,Document Release,RELEASED,eService Production,wu.shipeng,关于6616BEVB-M059/M063原材料更改的变更通知单,FALSE,Unassigned,,,dong.xu,Inherited,,English,False,False,False,6616BEVB-M059/M063,wu.shipeng,,,,,wu.shipeng,2021/11/15,liu.guohao,,,,,2021/11/15,2021/11/15,,06GY,,,,,,,
ZTENEWTZD,51636792730173,1,51636792730173,1,Version,Exists,eService Production,wu.shipeng,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-TM-06-0105-2021关于6616BEVB-M059M063原材料更改的变更通知单.docx,wu.shipeng,,,,,,,,,,,,,,,06GY,,,,,,,
ZTENEWTZD,11636936214327,1,11636936214327,1,Version,Exists,eService Production,song.kunkun,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-24-0392-2021关于6616BEVB-M065深圳西部112台6米车订单造型及内饰模块图纸及BOM下发的通知 -20211112.docx,song.kunkun,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,251636704558722,1,251636704558722,1,Version,Exists,eService Production,liu.ru,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,关于6706BEVB-M064东部公交订单增加座椅扶手的技术变更.docx,liu.ru,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,371636711834863,1,371636711834863,1,Version,Exists,eService Production,deng.mingming,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,关于东部6706BEVB-M064车型工艺方案发放通知(1).docx,deng.mingming,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,20211115-01,0,20211115-01,0,Document Release,IN_WORK,eService Production,liu.yubi,PO的首次下发,FALSE,Unassigned,,,,Inherited,,English,False,False,False,PO的首次下发,liu.yubi,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,51636943022808,1,51636943022808,1,Version,Exists,eService Production,liu.yubi,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,PO生效通知单  （S2M066  M0570-M0574 ).xls,liu.yubi,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-24-0395-2021,0,P-24-0395-2021,0,Document Release,RELEASED,eService Production,liang.zixin,关于6616BEVB-M065西部公交112台订单车低压模块图纸及BOM的下发通知,FALSE,Unassigned,,,zhu.jianming,Inherited,,English,False,False,False,6616BEVB-M065,liang.zixin,,,,,liang.zixin,2021/11/15,yao.cheng,,,,,2021/11/15,2021/11/15,,05DYDQ,,,,,,,
ZTENEWTZD,281636967500607,1,281636967500607,1,Version,Exists,eService Production,wu.guangwen,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,6616BEVB-M065 深圳西部公交整车发布的通知.docx,wu.guangwen,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,2021-11-12-02,0,2021-11-12-02,0,Document Release,IN_WORK,eService Production,liu.yubi,PO单,FALSE,Unassigned,,,,Inherited,,English,False,False,False,PO单,liu.yubi,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,321636710870370,1,321636710870370,1,Version,Exists,eService Production,liu.yubi,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,PO生效通知单-V1（50台GTZ6616BEVB).xlsx,liu.yubi,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,41636767081638,1,41636767081638,1,Version,Exists,eService Production,zhang.wenbo,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,关于哈萨6129-M005车型仪表等电器件程序刷写的通知.docx,zhang.wenbo,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-1069-2021,0,P-06-1069-2021,0,Document Release,RELEASED,eService Production,liu.zhaowei,关于深巴6616BEVB-M059方向管柱固定图的升版通知,FALSE,Unassigned,jiang.zexin,,lv.weiyong,Inherited,,English,False,False,False,6616BEVB-M059,liu.zhaowei,,,,,liu.zhaowei,2021/11/15,yao.cheng2,,2021/11/15,,,2021/11/15,2021/11/15,,03DP,,,,,,,
ZTENEWTZD,31637028631552,1,31637028631552,1,Version,Exists,eService Production,yang.ping,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-05-0259-2021香港金莎6128BEVCF-M009样车铭牌品牌信息变更的技术通知单20211116.docx,yang.ping,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,51637032252272,1,51637032252272,1,Version,Exists,eService Production,xie.xiongfeng,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-1056-2021 关于6616BEVB-M059高压系统支架图升版、6616BEVB-HV-M059高压模块和6706BEVB-M064充电系统总成升版的技术通知单-20211110.docx,xie.xiongfeng,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,11637110151101,1,11637110151101,1,Version,Exists,eService Production,dong.xu,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,6616BEVB-GY-M065工艺辅料总成BOM清单.xlsx,dong.xu,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,P-06-1067-2021,0,P-06-1067-2021,0,Document Release,RELEASED,eService Production,liu.ru,关于6555BEVB-M048座椅宽度调整的技术变更,FALSE,Unassigned,teng.wenjie,,li.feng,Inherited,,English,False,False,False,6555BEVB-M048,liu.ru,,,,,liu.ru,2021/11/15,yao.cheng,,2021/11/15,,,2021/11/16,2021/11/17,,02CS,,,,,,,
ZTENEWTZD,231637051264424,1,231637051264424,1,Version,Exists,eService Production,mo.yi,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-06-0999-2021关于6129BEVBF4-M060哈萨舱门总成更改的通知.docx,mo.yi,,,,,,,,,,,,,,,01TY,,,,,,,
ZTENEWTZD,121636958723613,1,121636958723613,1,Version,Exists,eService Production,liang.zixin,,FALSE,Unassigned,,,,Inherited,,English,True,False,False,P-24-0395-2021关于6616BEVB-M065深圳西部公交112台订单车低压模块图纸及BOM的下发通知.docx,liang.zixin,,,,,,,,,,,,,,,01TY,,,,,,,
